master_relative_path,wordpress_attachment_id,filename,derivative_count,referenced_reason,status,file_exists,notes
2021/10/cropped-cropped-onix-logo.png,20,cropped-cropped-onix-logo.png,6,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/cropped-onix-logo.png,19,cropped-onix-logo.png,7,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/dark-17604_1920.jpg,699,dark-17604_1920.jpg,5,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/data-center-server-cloud-technology-network-business-digital-system-line-database-service-security_t20_E0e9P4.jpg,313,data-center-server-cloud-technology-network-business-digital-system-line-database-service-security_t20_E0e9P4.jpg,7,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/ellyot-623921-unsplash.jpg,671,ellyot-623921-unsplash.jpg,6,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/ellyot-623926-unsplash.jpg,674,ellyot-623926-unsplash.jpg,6,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/fabian-moller-401639-unsplash.jpg,680,fabian-moller-401639-unsplash.jpg,5,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/giano-currie-268947-unsplash.jpg,679,giano-currie-268947-unsplash.jpg,5,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/image-removebg-preview-2.png,333,image-removebg-preview-2.png,2,,POSSIBLY_REQUIRED,yes,original without dimension suffix
2021/10/kermen-tutkunova-5771762unsplash.jpg,688,kermen-tutkunova-5771762unsplash.jpg,3,page_inline,REQUIRED,yes,original without dimension suffix
