filename,path,type,mime,dimensions,size_bytes,likely_purpose,referenced_in_wp_content,duplicate_of,notes
Fintech-3.jpeg,wp-content/uploads/2025/10/Fintech-3.jpeg,jpeg,jpeg,,,image,yes,,AFTS Accra 2025 Keynote Address
Broadspectrum-Team-at-Africa-Fintech-Summit.jpeg,wp-content/uploads/2025/10/Broadspectrum-Team-at-Africa-Fintech-Summit.jpeg,jpeg,jpeg,,,team/leadership,yes,,Broadspectrum Team at Africa Fintech Summit
aws-blog-7.png,wp-content/uploads/2025/10/aws-blog-7.png,png,png,,,image,unknown,,The Cost of Digital Downtime – African Retail Resilience
WhatsApp-Image-2025-10-28-at-10.09.32.jpeg,wp-content/uploads/2025/10/WhatsApp-Image-2025-10-28-at-10.09.32.jpeg,jpeg,jpeg,,,image,unknown,,Africa’s Digital Cloud Network – Onix Data Centre Blog
WhatsApp-Image-2025-11-10-at-12.18.35.jpeg,wp-content/uploads/2025/11/WhatsApp-Image-2025-11-10-at-12.18.35.jpeg,jpeg,jpeg,,,image,unknown,,Returnee founders came home – their servers stayed overseas
WhatsApp-Image-2025-11-10-at-15.44.22.jpeg,wp-content/uploads/2025/11/WhatsApp-Image-2025-11-10-at-15.44.22.jpeg,jpeg,jpeg,,,image,unknown,,Keep Ghana traffic local: peering vs overseas detour
WhatsApp-Image-2025-12-08-at-10.00.35-1.jpeg,wp-content/uploads/2025/12/WhatsApp-Image-2025-12-08-at-10.00.35-1.jpeg,jpeg,jpeg,,,image,unknown,,WhatsApp Image 2025-12-08 at 10.00.35 (1)
WhatsApp-Image-2025-12-08-at-10.00.35.jpeg,wp-content/uploads/2025/12/WhatsApp-Image-2025-12-08-at-10.00.35.jpeg,jpeg,jpeg,,,image,unknown,,Returnee founders came home – their servers stayed overseas
Gemini_Generated_Image_x5mpxox5mpxox5mp.jpeg,wp-content/uploads/2026/01/Gemini_Generated_Image_x5mpxox5mpxox5mp.jpeg,jpeg,jpeg,,,image,unknown,,The four decisions that define reliable digital infrastructure
WhatsApp-Image-2026-01-07-at-10.48.54.jpeg,wp-content/uploads/2026/01/WhatsApp-Image-2026-01-07-at-10.48.54.jpeg,jpeg,jpeg,,,image,unknown,,Reliability isn’t visible. Until it fails.
SLA-article.png,wp-content/uploads/2026/01/SLA-article.png,png,png,,,image,unknown,,From SLA to Operational Reality
Reliability-loop-SLA-Onix.png,wp-content/uploads/2026/01/Reliability-loop-SLA-Onix.png,png,png,,,image,unknown,,The Reliability Operations Loop
WhatsApp-Image-2026-01-20-at-10.23.05.jpeg,wp-content/uploads/2026/01/WhatsApp-Image-2026-01-20-at-10.23.05.jpeg,jpeg,jpeg,,,image,unknown,,SLA Promise vs Operational Practice
Gemini_Generated_Image_5tt2ei5tt2ei5tt2-1.png,wp-content/uploads/2026/02/Gemini_Generated_Image_5tt2ei5tt2ei5tt2-1.png,png,png,,,image,unknown,,Gemini_Generated_Image_5tt2ei5tt2ei5tt2
Onix_Blog_Image3_Traditional_vs_Composable.png,wp-content/uploads/2026/02/Onix_Blog_Image3_Traditional_vs_Composable.png,png,png,,,image,unknown,,Traditional vs composable infrastructure
Onix_Blog_Image3_Flow.png,wp-content/uploads/2026/02/Onix_Blog_Image3_Flow.png,png,png,,,image,unknown,,How composable infrastructure works
Lego-Blog-image-2.png,wp-content/uploads/2026/02/Lego-Blog-image-2.png,png,png,,,image,unknown,,Composable infrastructure as building blocks
Gemini_Generated_Image_t6bhy8t6bhy8t6bh.png,wp-content/uploads/2026/03/Gemini_Generated_Image_t6bhy8t6bhy8t6bh.png,png,png,,,image,unknown,,Connected work and digital life in Ghana
Ghana@69-b.jpg,wp-content/uploads/2026/03/Ghana@69-b.jpg,jpg,jpg,,,image,unknown,,Ghana digitisation supporting everyday life across society
Gemini_Generated_Image_1nd7xd1nd7xd1nd7.png,wp-content/uploads/2026/03/Gemini_Generated_Image_1nd7xd1nd7xd1nd7.png,png,png,,,image,unknown,,AI in Africa supporting real digital systems
Mar-Blog-Image-1.jpg,wp-content/uploads/2026/03/Mar-Blog-Image-1.jpg,jpg,jpg,,,image,unknown,,Africa AI infrastructure hidden foundations
Africas-Digital-Infrastructure-and-Global-Conflict-Risk.jpg,wp-content/uploads/2026/04/Africas-Digital-Infrastructure-and-Global-Conflict-Risk.jpg,jpg,jpg,,,image,unknown,,Africa’s Digital Infrastructure and Global Conflict Risk
infrastructure-behind-the-cloud.png,wp-content/uploads/2026/04/infrastructure-behind-the-cloud.png,png,png,,,image,unknown,,infrastructure behind the cloud
infrastructure-risk-planning.png,wp-content/uploads/2026/04/infrastructure-risk-planning.png,png,png,,,image,unknown,,infrastructure-risk-planning
Racks-Onix.png,wp-content/uploads/2026/04/Racks-Onix.png,png,png,,,image,unknown,,Resilient Colocation Capacity
Onix-Boardroom-discussion.png,wp-content/uploads/2026/04/Onix-Boardroom-discussion.png,png,png,,,image,unknown,,Digital Infrastructure Planning
Meet-me-room-Onix.png,wp-content/uploads/2026/04/Meet-me-room-Onix.png,png,png,,,image,unknown,,A premium boardroom image showing African business leaders reviewing digital inf
Blog-Image-April.jpg,wp-content/uploads/2026/04/Blog-Image-April.jpg,jpg,jpg,,,image,unknown,,Infrastructure Decisions Are Becoming Timing Decisions
hidden-office-server-room-risk.png,wp-content/uploads/2026/05/hidden-office-server-room-risk.png,png,png,,,image,unknown,,Hidden Office Server Room Risk
colocation-migration-planning-business-continuity.png,wp-content/uploads/2026/05/colocation-migration-planning-business-continuity.png,png,png,,,image,unknown,,Colocation Migration Planning and Business Continuity
server-room-vs-data-centre-colocation-ghana-onix.jpeg,wp-content/uploads/2026/05/server-room-vs-data-centre-colocation-ghana-onix.jpeg,jpeg,jpeg,,,image,unknown,,Server Room vs Data Centre Colocation Ghana
Onix-Health-Care.png,wp-content/uploads/2026/06/Onix-Health-Care.png,png,png,,,image,unknown,,Onix Health Care
health-data-security.png,wp-content/uploads/2026/06/health-data-security.png,png,png,,,image,unknown,,Secure Health Data Storage
Health-data-infrastructure.png,wp-content/uploads/2026/06/Health-data-infrastructure.png,png,png,,,image,unknown,,Digital Health Depends on Infrastructure
Africa-Global-Data-Centre-network.png,wp-content/uploads/2026/06/Africa-Global-Data-Centre-network.png,png,png,,,image,unknown,,Africa  Global Data Centre network
esponsible-african-data-centre-growth-onix.png,wp-content/uploads/2026/06/esponsible-african-data-centre-growth-onix.png,png,png,,,image,unknown,,esponsible-african-data-centre-growth-onix
africa-global-ai-infrastructure-map-onix.png,wp-content/uploads/2026/06/africa-global-ai-infrastructure-map-onix.png,png,png,,,image,unknown,,Africa on the Global AI Infrastructure Map
Nigeria-digital-sovreignty.png,wp-content/uploads/2026/06/Nigeria-digital-sovreignty.png,png,png,,,image,unknown,,Ghana and Nigeria: Building Secure Digital Infrastructure
Ghanas-Digital-Ecosystem.png,wp-content/uploads/2026/07/Ghanas-Digital-Ecosystem.png,png,png,,,image,unknown,,Ghana’s Digital Ecosystem
onix-power-cut-02-office-vs-tier-iv-data-centre.png,wp-content/uploads/2026/07/onix-power-cut-02-office-vs-tier-iv-data-centre.png,png,png,,,image,unknown,,Not Every Building Reacts the Same Way
onix-power-cut-03-ups-instant-response.png,wp-content/uploads/2026/07/onix-power-cut-03-ups-instant-response.png,png,png,,,image,unknown,,Power Never Stops. It Simply Changes Direction.
onix-power-cut-04-generators-start.png,wp-content/uploads/2026/07/onix-power-cut-04-generators-start.png,png,png,,,image,unknown,,Backup Power Takes Over
onix-power-cut-05-data-centre-cutaway.png,wp-content/uploads/2026/07/onix-power-cut-05-data-centre-cutaway.png,png,png,,,image,unknown,,It Takes an Entire Ecosystem to Keep One Rack Online
onix-power-cut-06-business-continuity.png,wp-content/uploads/2026/07/onix-power-cut-06-business-continuity.png,png,png,,,image,unknown,,"While the City Waits, Business Continues"
light-out-hero-wordpress.jpg,wp-content/uploads/2026/07/light-out-hero-wordpress.jpg,jpg,jpg,,,hero/banner,unknown,,The Lights Go Out. Does Your Business?
